2022-06-18	2022-06-19	-0.2103
2022-06-18	2022-06-20	-0.2103
2022-06-18	2022-06-21	-0.2103
2022-06-18	2022-06-22	-0.2096
2022-06-18	2022-06-23	-0.2066
2022-06-18	2022-06-24	-0.2053
2022-06-18	2022-06-25	-0.2047
2022-06-18	2022-06-26	-0.2042
2022-06-18	2022-06-27	-0.2039
2022-06-18	2022-06-28	-0.2037
2022-06-18	2022-06-29	-0.2029
2022-06-18	2022-06-30	-0.2028
2022-06-18	2022-07-01	-0.2022
2022-06-18	2022-07-02	-0.2024
2022-06-18	2022-07-03	-0.2026
2022-06-18	2022-07-04	-0.2027
2022-06-18	2022-07-05	-0.2029
2022-06-18	2022-07-06	-0.2033
2022-06-18	2022-07-07	-0.2037
2022-06-18	2022-07-08	-0.2041
2022-06-18	2022-07-09	-0.2045
2022-06-18	2022-07-10	-0.2049
2022-06-18	2022-07-11	-0.2052
2022-06-18	2022-07-12	-0.2054
2022-06-18	2022-07-13	-0.2055
2022-06-18	2022-07-14	-0.2057
2022-06-18	2022-07-15	-0.2059
2022-06-18	2022-07-16	-0.2060
2022-06-18	2022-07-17	-0.2061
2022-06-18	2022-07-18	-0.2063
2022-06-18	2022-07-19	-0.2064
2022-06-18	2022-07-20	-0.2066
2022-06-18	2022-07-21	-0.2068
2022-06-18	2022-07-22	-0.2069
2022-06-18	2022-07-23	-0.2068
2022-06-18	2022-07-24	-0.2067
2022-06-18	2022-07-25	-0.2066
2022-06-18	2022-07-26	-0.2066
2022-06-18	2022-07-27	-0.2066
2022-06-18	2022-07-28	-0.2066
2022-06-18	2022-07-29	-0.2066
2022-06-18	2022-07-30	-0.2061
2022-06-18	2022-07-31	-0.2057
2022-06-18	2022-08-01	-0.2053
2022-06-18	2022-08-02	-0.2050
2022-06-18	2022-08-03	-0.2050
2022-06-18	2022-08-04	-0.2051
2022-06-18	2022-08-05	-0.2052
2022-06-18	2022-08-06	-0.2052
2022-06-18	2022-08-07	-0.2053
2022-06-18	2022-08-08	-0.2054
2022-06-18	2022-08-09	-0.2054
2022-06-18	2022-08-10	-0.2055
2022-06-18	2022-08-11	-0.2055
2022-06-18	2022-08-12	-0.2056
2022-06-18	2022-08-13	-0.2056
2022-06-18	2022-08-14	-0.2057
2022-06-18	2022-08-15	-0.2058
2022-06-18	2022-08-16	-0.2058
2022-06-18	2022-08-17	-0.2059
2022-06-18	2022-08-18	-0.2060
2022-06-18	2022-08-19	-0.2060
2022-06-18	2022-08-20	-0.2061
2022-06-18	2022-08-21	-0.2062
2022-06-18	2022-08-22	-0.2062
2022-06-18	2022-08-23	-0.2063
2022-06-18	2022-08-24	-0.2063
2022-06-18	2022-08-25	-0.2064
2022-06-18	2022-08-26	-0.2064
2022-06-18	2022-08-27	-0.2064
2022-06-18	2022-08-28	-0.2065
2022-06-18	2022-08-29	-0.2065
2022-06-18	2022-08-30	-0.2065
2022-06-18	2022-08-31	-0.2066
2022-06-18	2022-09-01	-0.2065
2022-06-18	2022-09-02	-0.2066
2022-06-18	2022-09-03	-0.2066
2022-06-18	2022-09-04	-0.2066
2022-06-18	2022-09-05	-0.2067
2022-06-18	2022-09-06	-0.2067
2022-06-18	2022-09-07	-0.2067
2022-06-18	2022-09-08	-0.2068
2022-06-18	2022-09-09	-0.2069
2022-06-18	2022-09-10	-0.2069
2022-06-18	2022-09-11	-0.2070
2022-06-18	2022-09-12	-0.2071
2022-06-18	2022-09-13	-0.2071
2022-06-18	2022-09-14	-0.2072
2022-06-18	2022-09-15	-0.2073
2022-06-18	2022-09-16	-0.2073
2022-06-18	2022-09-17	-0.2074
2022-06-18	2022-09-18	-0.2074
2022-06-18	2022-09-19	-0.2075
2022-06-18	2022-09-20	-0.2076
2022-06-18	2022-09-21	-0.2076
2022-06-18	2022-09-22	-0.2077
2022-06-18	2022-09-23	-0.2078
2022-06-18	2022-09-24	-0.2018
2022-06-18	2022-09-25	-0.1960
2022-06-18	2022-09-26	-0.1903
2022-06-18	2022-09-27	-0.1846
2022-06-18	2022-09-28	-0.1791
2022-06-18	2022-09-29	-0.1735
2022-06-18	2022-09-30	-0.1680
2022-06-18	2022-10-01	-0.1622
2022-06-18	2022-10-02	-0.1566
2022-06-18	2022-10-03	-0.1510
2022-06-18	2022-10-04	-0.1456
2022-06-18	2022-10-05	-0.1402
2022-06-18	2022-10-06	-0.1348
2022-06-18	2022-10-07	-0.1297
2022-06-18	2022-10-08	-0.1246
2022-06-18	2022-10-09	-0.1196
2022-06-18	2022-10-10	-0.1147
2022-06-18	2022-10-11	-0.1098
2022-06-18	2022-10-12	-0.1050
2022-06-18	2022-10-13	-0.1004
2022-06-18	2022-10-14	-0.0958
2022-06-18	2022-10-15	-0.0913
2022-06-18	2022-10-16	-0.0869
2022-06-18	2022-10-17	-0.0826
2022-06-18	2022-10-18	-0.0782
2022-06-18	2022-10-19	-0.0739
2022-06-18	2022-10-20	-0.0697
2022-06-18	2022-10-21	-0.0656
2022-06-18	2022-10-22	-0.0616
2022-06-18	2022-10-23	-0.0576
2022-06-18	2022-10-24	-0.0538
2022-06-18	2022-10-25	-0.0500
2022-06-18	2022-10-26	-0.0462
2022-06-18	2022-10-27	-0.0425
2022-06-18	2022-10-28	-0.0388
2022-06-18	2022-10-29	-0.0350
2022-06-18	2022-10-30	-0.0313
2022-06-18	2022-10-31	-0.0277
2022-06-18	2022-11-01	-0.0240
2022-06-18	2022-11-02	-0.0204
2022-06-18	2022-11-03	-0.0169
2022-06-18	2022-11-04	-0.0135
2022-06-18	2022-11-05	-0.0102
2022-06-18	2022-11-06	-0.0070
2022-06-18	2022-11-07	-0.0038
2022-06-18	2022-11-08	-0.0006
2022-06-18	2022-11-09	0.0026
2022-06-18	2022-11-10	0.0057
2022-06-18	2022-11-11	0.0087
2022-06-18	2022-11-12	0.0117
2022-06-18	2022-11-13	0.0147
2022-06-18	2022-11-14	0.0176
2022-06-18	2022-11-15	0.0205
2022-06-18	2022-11-16	0.0234
2022-06-18	2022-11-17	0.0262
2022-06-18	2022-11-18	0.0290
2022-06-18	2022-11-19	0.0317
2022-06-18	2022-11-20	0.0344
2022-06-18	2022-11-21	0.0371
2022-06-18	2022-11-22	0.0397
2022-06-18	2022-11-23	0.0424
2022-06-18	2022-11-24	0.0449
2022-06-18	2022-11-25	0.0475
2022-06-18	2022-11-26	0.0500
2022-06-18	2022-11-27	0.0525
2022-06-18	2022-11-28	0.0550
2022-06-18	2022-11-29	0.0574
2022-06-18	2022-11-30	0.0599
2022-06-18	2022-12-01	0.0623
2022-06-18	2022-12-02	0.0647
2022-06-18	2022-12-03	0.0670
2022-06-18	2022-12-04	0.0693
2022-06-18	2022-12-05	0.0716
2022-06-18	2022-12-06	0.0739
2022-06-18	2022-12-07	0.0761
2022-06-18	2022-12-08	0.0783
2022-06-18	2022-12-09	0.0805
2022-06-18	2022-12-10	0.0827
2022-06-18	2022-12-11	0.0848
2022-06-18	2022-12-12	0.0869
2022-06-18	2022-12-13	0.0890
2022-06-18	2022-12-14	0.0911
2022-06-18	2022-12-15	0.0931
2022-06-18	2022-12-16	0.0951
2022-06-18	2022-12-17	0.0997
2022-06-18	2022-12-18	0.1043
2022-06-18	2022-12-19	0.1088
2022-06-18	2022-12-20	0.1133
2022-06-18	2022-12-21	0.1178
2022-06-18	2022-12-22	0.1222
2022-06-18	2022-12-23	0.1266
2022-06-18	2022-12-24	0.1310
2022-06-18	2022-12-25	0.1354
2022-06-18	2022-12-26	0.1397
2022-06-18	2022-12-27	0.1439
2022-06-18	2022-12-28	0.1480
2022-06-18	2022-12-29	0.1521
2022-06-18	2022-12-30	0.1561
2022-06-18	2022-12-31	0.1602
2022-06-18	2023-01-01	0.1641
2022-06-18	2023-01-02	0.1681
2022-06-18	2023-01-03	0.1720
2022-06-18	2023-01-04	0.1759
2022-06-19	2022-06-20	-0.2103
2022-06-19	2022-06-21	-0.2104
2022-06-19	2022-06-22	-0.2094
2022-06-19	2022-06-23	-0.2057
2022-06-19	2022-06-24	-0.2043
2022-06-19	2022-06-25	-0.2037
2022-06-19	2022-06-26	-0.2034
2022-06-19	2022-06-27	-0.2031
2022-06-19	2022-06-28	-0.2030
2022-06-19	2022-06-29	-0.2022
2022-06-19	2022-06-30	-0.2021
2022-06-19	2022-07-01	-0.2015
2022-06-19	2022-07-02	-0.2018
2022-06-19	2022-07-03	-0.2020
2022-06-19	2022-07-04	-0.2022
2022-06-19	2022-07-05	-0.2025
2022-06-19	2022-07-06	-0.2029
2022-06-19	2022-07-07	-0.2033
2022-06-19	2022-07-08	-0.2038
2022-06-19	2022-07-09	-0.2042
2022-06-19	2022-07-10	-0.2046
2022-06-19	2022-07-11	-0.2050
2022-06-19	2022-07-12	-0.2052
2022-06-19	2022-07-13	-0.2053
2022-06-19	2022-07-14	-0.2055
2022-06-19	2022-07-15	-0.2057
2022-06-19	2022-07-16	-0.2059
2022-06-19	2022-07-17	-0.2060
2022-06-19	2022-07-18	-0.2061
2022-06-19	2022-07-19	-0.2063
2022-06-19	2022-07-20	-0.2065
2022-06-19	2022-07-21	-0.2067
2022-06-19	2022-07-22	-0.2068
2022-06-19	2022-07-23	-0.2067
2022-06-19	2022-07-24	-0.2066
2022-06-19	2022-07-25	-0.2065
2022-06-19	2022-07-26	-0.2065
2022-06-19	2022-07-27	-0.2065
2022-06-19	2022-07-28	-0.2065
2022-06-19	2022-07-29	-0.2065
2022-06-19	2022-07-30	-0.2060
2022-06-19	2022-07-31	-0.2056
2022-06-19	2022-08-01	-0.2052
2022-06-19	2022-08-02	-0.2049
2022-06-19	2022-08-03	-0.2049
2022-06-19	2022-08-04	-0.2050
2022-06-19	2022-08-05	-0.2051
2022-06-19	2022-08-06	-0.2051
2022-06-19	2022-08-07	-0.2052
2022-06-19	2022-08-08	-0.2053
2022-06-19	2022-08-09	-0.2053
2022-06-19	2022-08-10	-0.2054
2022-06-19	2022-08-11	-0.2054
2022-06-19	2022-08-12	-0.2055
2022-06-19	2022-08-13	-0.2056
2022-06-19	2022-08-14	-0.2056
2022-06-19	2022-08-15	-0.2057
2022-06-19	2022-08-16	-0.2057
2022-06-19	2022-08-17	-0.2058
2022-06-19	2022-08-18	-0.2059
2022-06-19	2022-08-19	-0.2060
2022-06-19	2022-08-20	-0.2060
2022-06-19	2022-08-21	-0.2061
2022-06-19	2022-08-22	-0.2062
2022-06-19	2022-08-23	-0.2062
2022-06-19	2022-08-24	-0.2063
2022-06-19	2022-08-25	-0.2063
2022-06-19	2022-08-26	-0.2063
2022-06-19	2022-08-27	-0.2064
2022-06-19	2022-08-28	-0.2064
2022-06-19	2022-08-29	-0.2064
2022-06-19	2022-08-30	-0.2065
2022-06-19	2022-08-31	-0.2065
2022-06-19	2022-09-01	-0.2065
2022-06-19	2022-09-02	-0.2065
2022-06-19	2022-09-03	-0.2065
2022-06-19	2022-09-04	-0.2066
2022-06-19	2022-09-05	-0.2066
2022-06-19	2022-09-06	-0.2066
2022-06-19	2022-09-07	-0.2067
2022-06-19	2022-09-08	-0.2068
2022-06-19	2022-09-09	-0.2068
2022-06-19	2022-09-10	-0.2069
2022-06-19	2022-09-11	-0.2070
2022-06-19	2022-09-12	-0.2070
2022-06-19	2022-09-13	-0.2071
2022-06-19	2022-09-14	-0.2072
2022-06-19	2022-09-15	-0.2072
2022-06-19	2022-09-16	-0.2073
2022-06-19	2022-09-17	-0.2073
2022-06-19	2022-09-18	-0.2074
2022-06-19	2022-09-19	-0.2075
2022-06-19	2022-09-20	-0.2075
2022-06-19	2022-09-21	-0.2076
2022-06-19	2022-09-22	-0.2077
2022-06-19	2022-09-23	-0.2077
2022-06-19	2022-09-24	-0.2017
2022-06-19	2022-09-25	-0.1958
2022-06-19	2022-09-26	-0.1901
2022-06-19	2022-09-27	-0.1843
2022-06-19	2022-09-28	-0.1788
2022-06-19	2022-09-29	-0.1731
2022-06-19	2022-09-30	-0.1676
2022-06-19	2022-10-01	-0.1618
2022-06-19	2022-10-02	-0.1561
2022-06-19	2022-10-03	-0.1505
2022-06-19	2022-10-04	-0.1450
2022-06-19	2022-10-05	-0.1395
2022-06-19	2022-10-06	-0.1342
2022-06-19	2022-10-07	-0.1289
2022-06-19	2022-10-08	-0.1238
2022-06-19	2022-10-09	-0.1188
2022-06-19	2022-10-10	-0.1138
2022-06-19	2022-10-11	-0.1089
2022-06-19	2022-10-12	-0.1041
2022-06-19	2022-10-13	-0.0994
2022-06-19	2022-10-14	-0.0948
2022-06-19	2022-10-15	-0.0903
2022-06-19	2022-10-16	-0.0859
2022-06-19	2022-10-17	-0.0815
2022-06-19	2022-10-18	-0.0771
2022-06-19	2022-10-19	-0.0728
2022-06-19	2022-10-20	-0.0686
2022-06-19	2022-10-21	-0.0644
2022-06-19	2022-10-22	-0.0604
2022-06-19	2022-10-23	-0.0564
2022-06-19	2022-10-24	-0.0525
2022-06-19	2022-10-25	-0.0488
2022-06-19	2022-10-26	-0.0450
2022-06-19	2022-10-27	-0.0412
2022-06-19	2022-10-28	-0.0375
2022-06-19	2022-10-29	-0.0337
2022-06-19	2022-10-30	-0.0300
2022-06-19	2022-10-31	-0.0263
2022-06-19	2022-11-01	-0.0227
2022-06-19	2022-11-02	-0.0190
2022-06-19	2022-11-03	-0.0155
2022-06-19	2022-11-04	-0.0121
2022-06-19	2022-11-05	-0.0088
2022-06-19	2022-11-06	-0.0055
2022-06-19	2022-11-07	-0.0023
2022-06-19	2022-11-08	0.0009
2022-06-19	2022-11-09	0.0041
2022-06-19	2022-11-10	0.0072
2022-06-19	2022-11-11	0.0102
2022-06-19	2022-11-12	0.0132
2022-06-19	2022-11-13	0.0162
2022-06-19	2022-11-14	0.0192
2022-06-19	2022-11-15	0.0221
2022-06-19	2022-11-16	0.0249
2022-06-19	2022-11-17	0.0278
2022-06-19	2022-11-18	0.0305
2022-06-19	2022-11-19	0.0333
2022-06-19	2022-11-20	0.0360
2022-06-19	2022-11-21	0.0387
2022-06-19	2022-11-22	0.0413
2022-06-19	2022-11-23	0.0440
2022-06-19	2022-11-24	0.0465
2022-06-19	2022-11-25	0.0491
2022-06-19	2022-11-26	0.0516
2022-06-19	2022-11-27	0.0541
2022-06-19	2022-11-28	0.0566
2022-06-19	2022-11-29	0.0591
2022-06-19	2022-11-30	0.0615
2022-06-19	2022-12-01	0.0639
2022-06-19	2022-12-02	0.0663
2022-06-19	2022-12-03	0.0687
2022-06-19	2022-12-04	0.0710
2022-06-19	2022-12-05	0.0733
2022-06-19	2022-12-06	0.0755
2022-06-19	2022-12-07	0.0778
2022-06-19	2022-12-08	0.0800
2022-06-19	2022-12-09	0.0822
2022-06-19	2022-12-10	0.0843
2022-06-19	2022-12-11	0.0865
2022-06-19	2022-12-12	0.0886
2022-06-19	2022-12-13	0.0907
2022-06-19	2022-12-14	0.0928
2022-06-19	2022-12-15	0.0948
2022-06-19	2022-12-16	0.0968
2022-06-19	2022-12-17	0.1014
2022-06-19	2022-12-18	0.1060
2022-06-19	2022-12-19	0.1106
2022-06-19	2022-12-20	0.1151
2022-06-19	2022-12-21	0.1195
2022-06-19	2022-12-22	0.1240
2022-06-19	2022-12-23	0.1284
2022-06-19	2022-12-24	0.1328
2022-06-19	2022-12-25	0.1372
2022-06-19	2022-12-26	0.1415
2022-06-19	2022-12-27	0.1458
2022-06-19	2022-12-28	0.1499
2022-06-19	2022-12-29	0.1540
2022-06-19	2022-12-30	0.1580
2022-06-19	2022-12-31	0.1621
2022-06-19	2023-01-01	0.1660
2022-06-19	2023-01-02	0.1700
2022-06-19	2023-01-03	0.1739
2022-06-19	2023-01-04	0.1778
2022-06-20	2022-06-21	-0.2105
2022-06-20	2022-06-22	-0.2089
