2022-06-14	2023-01-10	0.1845
2022-06-15	2023-01-10	0.1887
2022-06-16	2023-01-10	0.1930
2022-06-17	2023-01-10	0.1963
2022-06-18	2023-01-10	0.1983
2022-06-19	2023-01-10	0.2003
2022-06-20	2023-01-10	0.2023
2022-06-21	2023-01-10	0.2044
2022-06-22	2023-01-10	0.2064
2022-06-23	2023-01-10	0.2084
2022-06-24	2023-01-10	0.2104
2022-06-25	2023-01-10	0.2125
2022-06-26	2023-01-10	0.2146
2022-06-27	2023-01-10	0.2167
2022-06-28	2023-01-10	0.2188
2022-06-29	2023-01-10	0.2210
2022-06-30	2023-01-10	0.2231
2022-07-01	2023-01-10	0.2253
2022-07-02	2023-01-10	0.2276
2022-07-03	2023-01-10	0.2298
2022-07-04	2023-01-10	0.2321
2022-07-05	2023-01-10	0.2344
2022-07-06	2023-01-10	0.2368
2022-07-07	2023-01-10	0.2392
2022-07-08	2023-01-10	0.2416
2022-07-09	2023-01-10	0.2441
2022-07-10	2023-01-10	0.2466
2022-07-11	2023-01-10	0.2491
2022-07-12	2023-01-10	0.2516
2022-07-13	2023-01-10	0.2541
2022-07-14	2023-01-10	0.2567
2022-07-15	2023-01-10	0.2593
2022-07-16	2023-01-10	0.2620
2022-07-17	2023-01-10	0.2646
2022-07-18	2023-01-10	0.2673
2022-07-19	2023-01-10	0.2701
2022-07-20	2023-01-10	0.2728
2022-07-21	2023-01-10	0.2757
2022-07-22	2023-01-10	0.2785
2022-07-23	2023-01-10	0.2813
2022-07-24	2023-01-10	0.2841
2022-07-25	2023-01-10	0.2870
2022-07-26	2023-01-10	0.2900
2022-07-27	2023-01-10	0.2929
2022-07-28	2023-01-10	0.2960
2022-07-29	2023-01-10	0.2990
2022-07-30	2023-01-10	0.3020
2022-07-31	2023-01-10	0.3050
2022-08-01	2023-01-10	0.3080
2022-08-02	2023-01-10	0.3111
2022-08-03	2023-01-10	0.3144
2022-08-04	2023-01-10	0.3177
2022-08-05	2023-01-10	0.3210
2022-08-06	2023-01-10	0.3244
2022-08-07	2023-01-10	0.3278
2022-08-08	2023-01-10	0.3312
2022-08-09	2023-01-10	0.3347
2022-08-10	2023-01-10	0.3383
2022-08-11	2023-01-10	0.3419
2022-08-12	2023-01-10	0.3455
2022-08-13	2023-01-10	0.3492
2022-08-14	2023-01-10	0.3530
2022-08-15	2023-01-10	0.3568
2022-08-16	2023-01-10	0.3606
2022-08-17	2023-01-10	0.3646
2022-08-18	2023-01-10	0.3685
2022-08-19	2023-01-10	0.3725
2022-08-20	2023-01-10	0.3766
2022-08-21	2023-01-10	0.3808
2022-08-22	2023-01-10	0.3850
2022-08-23	2023-01-10	0.3892
2022-08-24	2023-01-10	0.3935
2022-08-25	2023-01-10	0.3979
2022-08-26	2023-01-10	0.4023
2022-08-27	2023-01-10	0.4068
2022-08-28	2023-01-10	0.4114
2022-08-29	2023-01-10	0.4160
2022-08-30	2023-01-10	0.4207
2022-08-31	2023-01-10	0.4255
2022-09-01	2023-01-10	0.4303
2022-09-02	2023-01-10	0.4352
2022-09-03	2023-01-10	0.4402
2022-09-04	2023-01-10	0.4453
2022-09-05	2023-01-10	0.4504
2022-09-06	2023-01-10	0.4557
2022-09-07	2023-01-10	0.4610
2022-09-08	2023-01-10	0.4664
2022-09-09	2023-01-10	0.4720
2022-09-10	2023-01-10	0.4776
2022-09-11	2023-01-10	0.4833
2022-09-12	2023-01-10	0.4891
2022-09-13	2023-01-10	0.4950
2022-09-14	2023-01-10	0.5010
2022-09-15	2023-01-10	0.5071
2022-09-16	2023-01-10	0.5133
2022-09-17	2023-01-10	0.5196
2022-09-18	2023-01-10	0.5260
2022-09-19	2023-01-10	0.5326
2022-09-20	2023-01-10	0.5393
2022-09-21	2023-01-10	0.5461
2022-09-22	2023-01-10	0.5530
2022-09-23	2023-01-10	0.5600
2022-09-24	2023-01-10	0.5617
2022-09-25	2023-01-10	0.5634
2022-09-26	2023-01-10	0.5652
2022-09-27	2023-01-10	0.5669
2022-09-28	2023-01-10	0.5688
